display_name,first_name,last_name,birth_date,college_name,position,jersey_number,height,weight,team_abbr,draft_club,headshot,draftround
David Lewis,David,Lewis,6/8/1961,California,TE,,3-Jun,234,,Detroit Lions,,1st
Derrick Lewis,Derrick,Lewis,10/30/1975,San Diego St.,WR,,2-Jun,185,,,,
Dion Lewis,Dion,Lewis,9/27/1990,Pittsburgh,RB,,7-May,193,,Philadelphia Eagles,,5th
Eddie Lewis,Eddie,Lewis,12/15/1953,Kansas,DB,,Jun-00,177,,San Francisco 49ers,,2nd
Ernie Lewis,Ernie,Lewis,11/20/1923,Colorado,FB-LB,,1-Jun,211,,Philadelphia Eagles,,9th
Frank Lewis,Frank,Lewis,7/4/1947,Grambling St.,WR,,1-Jun,196,,Pittsburgh Steelers,,1st
Franklin Lewis,Franklin,Lewis,8/2/1902,Purdue,FB,,,,,,,
Garry Lewis,Garry,Lewis,8/25/1967,Alcorn St.,DB,,11-May,185,,Los Angeles Raiders,,7th
Gary Lewis,Gary,Lewis,2/22/1942,Washington St.,RB,,3-Jun,225,,San Francisco 49ers,,6th
Gary Lewis,Gary,Lewis,12/30/1958,Texas-Arlington,TE-WR,,5-Jun,234,,Green Bay Packers,,2nd
Gary L. Lewis,Gary,L.,1/14/1961,Oklahoma St.,NT,,3-Jun,260,,New Orleans Saints,,4th
Greg Lewis,Greg,Lewis,8/10/1969,Washington,RB,,10-May,214,,Denver Broncos,,5th
Greg Lewis,Greg,Lewis,2/12/1980,Illinois,WR,,Jun-00,180,,,,
H. Lewis,H.,Lewis,,none,G,,8-May,175,,,,
Hal Lewis,Hal,Lewis,9/22/1935,Houston,FB-HB-DB,,Jun-00,200,,Baltimore Colts,,7th
Hal Lewis,Hal,Lewis,8/1/1944,Arizona St.,DB,,Jun-00,185,,,,
Jamal Lewis,Jamal,Lewis,8/29/1979,Tennessee,RB,,11-May,240,,Baltimore Ravens,,1st
Jeff Lewis,Jeff,Lewis,4/17/1973,Northern Arizona,QB,,2-Jun,211,,Denver Broncos,,4th
Jermaine Lewis,Jermaine,Lewis,10/16/1974,Maryland,WR,,7-May,183,,Baltimore Ravens,,5th
Jess Lewis,Jess,Lewis,7/28/1947,Oregon St.,LB,,1-Jun,230,,Houston Oilers,,13th
Joe Lewis,Joe,Lewis,1/23/1936,Compton CC (CA),DT,,2-Jun,256,,Pittsburgh Steelers,,17th
John Lewis,John,Lewis,3/8/1962,Pittsburgh,DB,,10-May,175,,,,
Jon Lewis,Jon,Lewis,7/12/1984,Virginia Tech,DT,,1-Jun,305,,Arizona Cardinals,,6th
Jonas Lewis,Jonas,Lewis,12/27/1978,San Diego St.,LB,,9-May,210,,,,
Keenan Lewis,Keenan,Lewis,5/17/1986,Oregon St.,DB,,Jun-00,198,,Pittsburgh Steelers,,3rd
Keith Lewis,Keith,Lewis,10/20/1981,Oregon,DB,,Jun-00,202,,San Francisco 49ers,,6th
Kendrick Lewis,Kendrick,Lewis,5/19/1984,Mississippi,DB,,11-May,205,,Kansas City Chiefs,,5th
Kenny Lewis,Kenny,Lewis,10/2/1957,Virginia Tech,RB,,Jun-00,190,,Oakland Raiders,,5th
Kevin Lewis,Kevin,Lewis,11/14/1966,NW State (LA),DB,,11-May,173,,,,
Kevin Lewis,Kevin,Lewis,10/6/1978,Duke,LB,,1-Jun,235,,,,
Lance Lewis,Lance,Lewis,11/1/1988,East Carolina,WR,,3-Jun,209,,,,
Leo Lewis,Leo,Lewis,9/17/1956,Missouri,WR,,8-May,170,,,,
LeQuan Lewis,LeQuan,Lewis,2/17/1989,Arizona St.,CB,,11-May,190,,,,
Mac Lewis,Mac,Lewis,8/28/1937,Iowa,T,,6-Jun,290,,Chicago Cardinals,,6th
Marcedes Lewis,Marcedes,Lewis,5/19/1984,UCLA,TE,,6-Jun,255,,Jacksonville Jaguars,,1st
Mark Lewis,Mark,Lewis,5/5/1961,Texas A&M,TE,,2-Jun,239,,Green Bay Packers,,6th
Marvin Lewis,Marvin,Lewis,1/15/1960,Tulane,RB,,3-Jun,208,,New Orleans Saints,,6th
Michael Lewis,Michael,Lewis,11/14/1971,none,WR,,8-May,165,,,,
Michael Lewis,Michael,Lewis,4/29/1980,Colorado,DB,,1-Jun,211,,Philadelphia Eagles,,2nd
Mike Lewis,Mike,Lewis,7/14/1949,Wiley,DT-DE-NT,,4-Jun,261,,,,
Mo Lewis,Mo,Lewis,10/21/1969,Georgia,LB,,3-Jun,258,,New York Jets,,3rd
Myron Lewis,Myron,Lewis,11/24/1987,Vanderbilt,DB,,2-Jun,203,,Tampa Bay Buccaneers,,3rd
Nate Lewis,Nate,Lewis,10/19/1966,Georgia,WR,,11-May,198,,San Diego Chargers,,7th
Patrick Lewis,Patrick,Lewis,1/30/1991,Texas A&M,C,,1-Jun,311,,,,
Ray Lewis,Ray,Lewis,5/15/1975,Miami (FL),LB,,1-Jun,245,,Baltimore Ravens,,1st
Reggie Lewis,Reggie,Lewis,1/20/1954,Oregon,DE,,2-Jun,252,,San Francisco 49ers,,16th
Reggie P. Lewis,Reggie,P.,5/6/1956,North Texas,DE-NT,,3-Jun,200,,Tampa Bay Buccaneers,,3rd
Rich Lewis,Rich,Lewis,6/8/1950,Portland St.,LB,,3-Jun,220,,,,
Roderick Lewis,Roderick,Lewis,6/9/1971,Arizona,TE,,5-Jun,254,,Houston Oilers,,5th
Rodney Lewis,Rodney,Lewis,4/2/1959,Nebraska,DB,,11-May,190,,New Orleans Saints,,3rd
Ron Lewis,Ron,Lewis,3/25/1968,Florida St.,WR,,11-May,185,,San Francisco 49ers,,3rd
Ron M. Lewis,Ron,M.,11/17/1972,Washington St.,G,,3-Jun,299,,,,
Ronnell Lewis,Ronnell,Lewis,9/17/1990,Oklahoma,OLB,,1-Jun,253,,Detroit Lions,,4th
Roy Lewis,Roy,Lewis,5/19/1985,Washington,DB,,10-May,190,,,,
Sherman Lewis,Sherman,Lewis,6/29/1942,Michigan St.,DB,,9-May,158,,New York Jets,,9th
Sid Lewis,Sid,Lewis,5/30/1964,Penn St.,DB,,11-May,180,,New York Jets,,10th
Stan Lewis,Stan,Lewis,9/11/1953,Wayne State (NE),DE,,4-Jun,240,,Cleveland Browns,,10th
Tahaun Lewis,Tahaun,Lewis,9/29/1968,Nebraska,DB,,10-May,175,,Los Angeles Raiders,,9th
Terry Lewis,Terry,Lewis,12/9/1962,Michigan St.,DB,,11-May,193,,San Diego Chargers,,6th
Thaddeus Lewis,Thaddeus,Lewis,11/19/1987,Duke,QB,,2-Jun,200,,,,
Thomas Lewis,Thomas,Lewis,1/10/1972,Indiana,WR,,1-Jun,191,,New York Giants,,1st
Tim Lewis,Tim,Lewis,12/18/1961,Pittsburgh,DB,,11-May,194,,Green Bay Packers,,1st
Tiny Lewis,Tiny,Lewis,10/18/1906,Northwestern,BB-FB-WB,,2-Jun,210,,,,
Travis Lewis,Travis,Lewis,1/15/1988,Oklahoma,OLB,,1-Jun,246,,Detroit Lions,,7th
Trey Lewis,Trey,Lewis,5/23/1985,Washburn,DT,,3-Jun,294,,Atlanta Falcons,,6th
Vernon Lewis,Vernon,Lewis,10/27/1970,Pittsburgh,DB,,10-May,192,,,,
Will Lewis,Will,Lewis,1/16/1958,Millersville,DB,,9-May,185,,,,
Woodley Lewis,Woodley,Lewis,6/14/1925,Oregon,DB-E,,Jun-00,185,,Los Angeles Rams,,8th
Chris Lewis-Harris,Chris,Lewis-Harris,2/11/1989,Chattanooga,CB,,11-May,175,,,,
Kapron Lewis-Moore,Kapron,Lewis-Moore,1/24/1990,Notre Dame,DE,,,,,Baltimore Ravens,,6th
Tex Leyendecker,Tex,Leyendecker,2/3/1906,Vanderbilt,T-C-LB,,1-Jun,235,,,,
John Leypoldt,John,Leypoldt,3/31/1946,Northern Virginia CC,K,,2-Jun,229,,,,
Victor Leyva,Victor,Leyva,12/18/1977,Arizona St.,G,,4-Jun,315,,Cincinnati Bengals,,5th
Kory Lichtensteiger,Kory,Lichtensteiger,3/22/1985,Bowling Green,C,,3-Jun,296,,Denver Broncos,,4th
Dennis Lick,Dennis,Lick,4/26/1954,Wisconsin,T,,3-Jun,266,,Chicago Bears,,1st
Cully Lidberg,Cully,Lidberg,8/25/1900,Hamline,FB,,10-May,191,,,,
Brody Liddiard,Brody,Liddiard,6/12/1977,Colorado,TE,,4-Jun,240,,,,
Dave Liddick,Dave,Liddick,12/10/1935,George Washington,DT,,2-Jun,240,,Detroit Lions,,8th
Frank Liebel,Frank,Liebel,11/19/1919,Norwich,E,,1-Jun,211,,,,
Todd Liebenstein,Todd,Liebenstein,1/9/1960,UNLV,DE,,6-Jun,253,,Washington Redskins,,4th
Don Lieberum,Don,Lieberum,7/3/1918,Manchester,WB,,Jun-00,175,,,,
Bob Liggett,Bob,Liggett,12/8/1946,Nebraska,DT,,2-Jun,255,,Kansas City Chiefs,,15th
Matt Light,Matt,Light,6/23/1978,Purdue,T,,4-Jun,305,,New England Patriots,,2nd
Alva Liles,Alva,Liles,3/6/1956,Boise St.,NT-DT,,3-Jun,255,,,,
Sonny Liles,Sonny,Liles,8/9/1919,Oklahoma St.,G-LB,,8-May,188,,,,
George Lilja,George,Lilja,3/3/1958,Michigan,G-C-T,,4-Jun,264,,Los Angeles Rams,,4th
Ryan Lilja,Ryan,Lilja,10/15/1981,Kansas St.,G,,2-Jun,285,,,,
Joe Lillard,Joe,Lillard,6/15/1905,Oregon,TB-HB,,Jun-00,185,,,,
Bob Lilly,Bob,Lilly,7/26/1939,TCU,DT-DE,,5-Jun,260,,Dallas Cowboys,,1st
Kevin Lilly,Kevin,Lilly,5/14/1963,Tulsa,DE-NT-DT,,4-Jun,265,,,,
Sammy Lilly,Sammy,Lilly,2/12/1965,Georgia Tech,DB,,9-May,178,,New York Giants,,8th
Tony Lilly,Tony,Lilly,2/16/1962,Florida,DB,,Jun-00,199,,Denver Broncos,,3rd
Verl Lillywhite,Verl,Lillywhite,12/5/1926,USC,HB-LB,,10-May,185,,,,
Garrett Limbrick,Garrett,Limbrick,11/6/1965,Oklahoma St.,RB,,2-Jun,240,,,,
Dave Lince,Dave,Lince,5/17/1944,North Dakota,TE,,7-Jun,265,,Philadelphia Eagles,,7th
Jeremy Lincoln,Jeremy,Lincoln,4/7/1969,Tennessee,DB,,10-May,180,,Chicago Bears,,3rd
Keith Lincoln,Keith,Lincoln,5/8/1939,Washington St.,FB-HB,,1-Jun,215,,San Diego Chargers,,2nd
Mike Lind,Mike,Lind,2/2/1940,Notre Dame,FB,,2-Jun,220,,San Francisco 49ers,,5th
Joe Lindahl,Joe,Lindahl,3/14/1919,Wayne State (NE),G-E,,1-Jun,197,,,,
Rian Lindell,Rian,Lindell,1/20/1977,Washington St.,K,,3-Jun,235,,,,
Errol Linden,Errol,Linden,10/21/1937,Houston,T,,5-Jun,258,,Detroit Lions,,10th
Ryan Lindley,Ryan,Lindley,6/22/1989,San Diego St.,QB,,3-Jun,229,,Arizona Cardinals,,6th
Trevard Lindley,Trevard,Lindley,2/2/1986,Kentucky,DB,,11-May,178,,Philadelphia Eagles,,4th
Luke Lindon,Luke,Lindon,6/23/1915,Kentucky,T,,10-May,243,,Cleveland Rams,,20th
Al Lindow,Al,Lindow,7/9/1919,Washington (MO),B,,Jun-00,165,,,,
Paul Lindquist,Paul,Lindquist,4/30/1939,New Hampshire,DT,,3-Jun,265,,Minnesota Vikings,,8th
Everett Lindsay,Everett,Lindsay,9/18/1970,Mississippi,T-G,,4-Jun,305,,Minnesota Vikings,,5th
Dale Lindsey,Dale,Lindsey,1/18/1943,Kentucky,LB,,2-Jun,223,,Cleveland Browns,,7th
Hub Lindsey,Hub,Lindsey,3/17/1945,Wyoming,RB,,11-May,196,,,,
Jim Lindsey,Jim,Lindsey,11/24/1944,Arkansas,RB,,2-Jun,210,,Buffalo Bills,,2nd
Korey Lindsey,Korey,Lindsey,2/3/1989,Southern Illinois,CB,,11-May,194,,Cincinnati Bengals,,7th
Menz Lindsey,Menz,Lindsey,1897-07-25,Wabash,BB-QB,,6-May,130,,,,
Steve Lindsey,Steve,Lindsey,11/25/1974,Mississippi,K,,1-Jun,185,,,,
Vic Lindskog,Vic,Lindskog,12/3/1914,Stanford,C,,1-Jun,203,,Philadelphia Eagles,,2nd
Chris Lindstrom,Chris,Lindstrom,8/3/1960,Boston Univ.,DE,,7-Jun,260,,St. Louis Cardinals,,8th
Dave Lindstrom,Dave,Lindstrom,11/16/1954,Boston Univ.,DE,,6-Jun,255,,San Diego Chargers,,6th
Bill Line,Bill,Line,8/11/1948,Air Force,DT,,7-Jun,260,,,,
Zach Line,Zach,Line,4/26/1989,SMU,FB,,1-Jun,230,,,,
Bob Lingenfelter,Bob,Lingenfelter,9/1/1954,Nebraska,T-G,,7-Jun,277,,Cleveland Browns,,7th
Goran Lingmerth,Goran,Lingmerth,11/11/1964,Northern Arizona,K,,8-May,160,,,,
Adam Lingner,Adam,Lingner,11/2/1960,Illinois,C,,4-Jun,268,,Kansas City Chiefs,,9th
Chim Lingrel,Chim,Lingrel,1899-01-21,Miami (OH),WB-HB-FB,,2-Jun,200,,,,
Toni Linhart,Toni,Linhart,7/24/1942,Austria Technical,K,,Jun-00,178,,,,
Jack Lininger,Jack,Lininger,6/27/1927,Ohio St.,LB-C,,11-May,217,,Detroit Lions,,21st
Jeff Linkenbach,Jeff,Linkenbach,6/9/1987,Cincinnati,T,,6-Jun,303,,,,
Jack Linn,Jack,Linn,6/10/1967,West Virginia,T-G,,5-Jun,295,,Detroit Lions,,9th
Frank Linnan,Frank,Linnan,1895-02-20,Marquette,T-G,,2-Jun,198,,,,
Aubrey Linne,Aubrey,Linne,4/19/1939,TCU,TE,,7-Jun,235,,,,
Larry Linne,Larry,Linne,7/20/1962,Texas,WR,,1-Jun,185,,,,
Chris Linnin,Chris,Linnin,5/4/1957,Washington,DE,,4-Jun,255,,New York Giants,,7th
Jonathan Linton,Jonathan,Linton,11/7/1974,North Carolina,RB,,1-Jun,234,,Buffalo Bills,,5th
Joe Lintzenich,Joe,Lintzenich,3/26/1908,St. Louis,HB,,11-May,187,,,,
Augie Lio,Augie,Lio,4/30/1918,Georgetown (DC),G-T,,Jun-00,234,,Detroit Lions,,4th
Jim Lipinski,Jim,Lipinski,2/25/1927,Fairmont St.,T-DT,,4-Jun,238,,Chicago Cardinals,,22nd
Ronnie Lippett,Ronnie,Lippett,12/10/1960,Miami (FL),DB,,11-May,180,,New England Patriots,,8th
Louis Lipps,Louis,Lipps,8/9/1962,Southern Miss,WR,,10-May,190,,Pittsburgh Steelers,,1st
Gene Lipscomb,Gene,Lipscomb,8/9/1931,none,DT,,6-Jun,284,,,,
Paul Lipscomb,Paul,Lipscomb,1/13/1923,Tennessee,T-DT,,5-Jun,246,,,,
John Lipski,John,Lipski,,Temple,C,,11-May,200,,,,
Don Lisbon,Don,Lisbon,1/15/1941,Bowling Green,HB,,10-May,197,,San Francisco 49ers,,3rd
Rusty Lisch,Rusty,Lisch,12/21/1956,Notre Dame,QB,,3-Jun,213,,St. Louis Cardinals,,4th
Tony Liscio,Tony,Liscio,7/2/1940,Tulsa,T-G,,5-Jun,264,,Green Bay Packers,,3rd
Pete Liske,Pete,Liske,5/24/1942,Penn St.,QB,,3-Jun,200,,New York Jets,,15th
Sean Lissemore,Sean,Lissemore,9/11/1987,William & Mary,DE,,4-Jun,286,,Dallas Cowboys,,7th
Paul Liston,Paul,Liston,7/31/1903,Georgetown (DC),G,,11-May,185,,,,
Ed Listopad,Ed,Listopad,8/28/1929,Wake Forest,G,,1-Jun,230,,Chicago Cardinals,,19th
Greg Liter,Greg,Liter,12/31/1963,Iowa St.,DE,,6-Jun,275,,,,
Red Litkus,Red,Litkus,,none,T-E,,,187,,,,
Dave Little,Dave,Little,4/18/1961,Middle Tenn. St.,TE,,2-Jun,233,,,,
David Little,David,Little,1/3/1959,Florida,LB,,1-Jun,232,,Pittsburgh Steelers,,7th
Earl Little,Earl,Little,3/10/1973,Michigan,DB,,1-Jun,200,,,,
Everett Little,Everett,Little,6/12/1954,Houston,G,,4-Jun,265,,Tampa Bay Buccaneers,,4th
Floyd Little,Floyd,Little,7/4/1942,Syracuse,RB,,10-May,196,,Denver Broncos,,1st
George Little,George,Little,6/27/1963,Iowa,DE-NT,,4-Jun,278,,Miami Dolphins,,3rd
Greg Little,Greg,Little,5/30/1989,North Carolina,WR,,3-Jun,220,,Cleveland Browns,,2nd
Jack Little,Jack,Little,12/31/1931,Texas A&M,T,,4-Jun,235,,Baltimore Colts,,5th
Jim Little,Jim,Little,3/18/1920,Kentucky,T,,1-Jun,200,,New York Giants,,16th
John Little,John,Little,5/3/1947,Oklahoma St.,DT-DE-NT,,3-Jun,241,,New York Jets,,14th
Larry Little,Larry,Little,11/2/1945,Bethune-Cookman,G-T,,1-Jun,265,,,,
Leonard Little,Leonard,Little,10/19/1974,Tennessee,DE,,3-Jun,261,,St. Louis Rams,,3rd
Lou Little,Lou,Little,1891-12-06,Vermont,T,,Jun-00,205,,,,
Steve Little,Steve,Little,2/19/1956,Arkansas,K,,Jun-00,180,,St. Louis Cardinals,,1st
Joe Little Twig,Joe,Little,,Carlisle Indian,E-T,,11-May,183,,,,
Carl Littlefield,Carl,Littlefield,8/6/1916,Washington St.,B,,Jun-00,200,,,,
Jody Littleton,Jody,Littleton,10/23/1974,Baylor,LB,,1-Jun,235,,,,
Corey Liuget,Corey,Liuget,3/18/1990,Illinois,DT,,2-Jun,298,,San Diego Chargers,,1st
Phillip Livas,Phillip,Livas,4/24/1989,,WR,,7-May,179,,,,
Mickey Livers,Mickey,Livers,1895-11-30,Georgetown (DC),FB,,10-May,180,,,,
Virgil Livers,Virgil,Livers,3/26/1952,West. Kentucky,DB,,8-May,176,,Chicago Bears,,4th
Nate Livings,Nate,Livings,3/16/1982,LSU,G,,4-Jun,315,,,,
Andy Livingston,Andy,Livingston,10/21/1944,Phoenix College (JC),RB,,1-Jun,236,,,,
Bruce Livingston,Bruce,Livingston,8/7/1963,Arkansas Tech,DB,,10-May,169,,,,
Cliff Livingston,Cliff,Livingston,7/2/1930,UCLA,LB-DE,,3-Jun,218,,,,
Dale Livingston,Dale,Livingston,3/12/1945,East. Michigan,K,,Jun-00,210,,Cincinnati Bengals,,3rd
Howie Livingston,Howie,Livingston,5/15/1922,Fullerton JC,FB-WB-HB,,1-Jun,183,,,,
Mike Livingston,Mike,Livingston,11/14/1945,SMU,QB,,4-Jun,212,,Kansas City Chiefs,,2nd
Ted Livingston,Ted,Livingston,2/18/1913,Kansas St.,T-G,,3-Jun,219,,,,
Walt Livingston,Walt,Livingston,9/12/1934,Heidelberg,HB,,Jun-00,185,,Baltimore Colts,,20th
Warren Livingston,Warren,Livingston,7/5/1938,Arizona,DB,,10-May,192,,,,
Bob Livingstone,Bob,Livingstone,5/11/1922,Notre Dame,HB-DB,,Jun-00,173,,Chicago Bears,,22nd
Chris Liwienski,Chris,Liwienski,8/2/1975,Indiana,G-T,,5-Jun,325,,Detroit Lions,,7th
Brandon Lloyd,Brandon,Lloyd,7/5/1981,Illinois,WR,,Jun-00,192,,San Francisco 49ers,,4th
Dan Lloyd,Dan,Lloyd,11/9/1953,Washington,LB,,2-Jun,225,,New York Giants,,6th
Dave Lloyd,Dave,Lloyd,11/9/1936,Texas Tech,LB-C,,3-Jun,247,,Cleveland Browns,,4th
Doug Lloyd,Doug,Lloyd,8/31/1965,North Dakota St.,RB,,1-Jun,220,,Los Angeles Raiders,,6th
Greg Lloyd,Greg,Lloyd,5/26/1965,Fort Valley St.,LB,,2-Jun,228,,Pittsburgh Steelers,,6th
Greg Lloyd,Greg,Lloyd,2/10/1989,Connecticut,LB,,1-Jun,246,,Philadelphia Eagles,,7th
Jeff Lloyd,Jeff,Lloyd,3/14/1954,West Texas A&M,DE-NT,,6-Jun,255,,Seattle Seahawks,,3rd
Rhys Lloyd,Rhys,Lloyd,6/5/1982,Minnesota,K,,11-May,231,,,,
Phil Loadholt,Phil,Loadholt,1/21/1986,Oklahoma,T,,8-Jun,343,,Minnesota Vikings,,2nd
Bill Lobenstein,Bill,Lobenstein,5/11/1961,Wisconsin,DE,,3-Jun,261,,,,
Greg Loberg,Greg,Loberg,12/7/1961,California,G-T,,4-Jun,264,,,,
Jeff Locke,Jeff,Locke,9/27/1989,UCLA,P,,Jun-00,209,,Minnesota Vikings,,5th
Jake Locker,Jake,Locker,6/15/1988,Washington,QB,,3-Jun,231,,Tennessee Titans,,1st
Bret Lockett,Bret,Lockett,10/7/1986,UCLA,DB,,1-Jun,210,,,,
Charles Lockett,Charles,Lockett,10/1/1965,Long Beach St.,WR,,Jun-00,178,,Pittsburgh Steelers,,3rd
Danny Lockett,Danny,Lockett,7/11/1964,Arizona,LB,,2-Jun,239,,Detroit Lions,,6th
Frank Lockett,Frank,Lockett,6/1/1957,Nebraska,WR,,Jun-00,200,,Green Bay Packers,,10th
J.W. Lockett,J.W.,Lockett,3/23/1937,Central Oklahoma,FB,,2-Jun,226,,,,
Kevin Lockett,Kevin,Lockett,9/8/1974,Kansas St.,WR,,Jun-00,186,,Kansas City Chiefs,,2nd
Wade Lockett,Wade,Lockett,2/13/1964,Cal State-Fullerton,WR,,1-Jun,190,,,,
Ricardo Lockette,Ricardo,Lockette,11/30/1989,Fort Valley State (GA),WR,,2-Jun,211,,,,
Eugene Lockhart,Eugene,Lockhart,3/8/1961,Houston,LB,,2-Jun,234,,Dallas Cowboys,,6th
Spider Lockhart,Spider,Lockhart,4/6/1943,North Texas,DB,,2-Jun,175,,New York Giants,,13th
Sean Locklear,Sean,Locklear,5/29/1981,North Carolina St.,T-G,,4-Jun,301,,Seattle Seahawks,,3rd
Michael Lockley,Michael,Lockley,4/20/1988,Florida Atlantic,LB,,1-Jun,237,,,,
Billy Locklin,Billy,Locklin,8/13/1937,New Mexico St.,LB,,2-Jun,225,,,,
Kerry Locklin,Kerry,Locklin,9/9/1959,New Mexico St.,TE,,3-Jun,230,,Los Angeles Rams,,6th
Scott Lockwood,Scott,Lockwood,3/23/1968,USC,RB,,10-May,196,,New England Patriots,,8th
Mike Lodish,Mike,Lodish,8/11/1967,UCLA,NT-DT-DE,,3-Jun,275,,Buffalo Bills,,10th
Cullen Loeffler,Cullen,Loeffler,1/27/1981,Texas,C,,5-Jun,241,,,,
Dick Loepfe,Dick,Loepfe,1/1/1922,Wisconsin,T,,2-Jun,230,,Chicago Cardinals,,11th
Chuck Loewen,Chuck,Loewen,1/23/1957,South Dakota St.,T-G,,3-Jun,263,,San Diego Chargers,,7th
Curtis Lofton,Curtis,Lofton,6/9/1986,Oklahoma,LB,,2-Jun,238,,Atlanta Falcons,,2nd
James Lofton,James,Lofton,7/5/1956,Stanford,WR,,3-Jun,192,,Green Bay Packers,,1st
Oscar Lofton,Oscar,Lofton,4/2/1938,SE Louisiana,E,,6-Jun,218,,,,
Steve Lofton,Steve,Lofton,11/26/1968,Texas A&M,DB,,9-May,180,,,,
Andy Logan,Andy,Logan,2/17/1918,Case Western Reserve,T-C,,Jun-00,230,,,,
Bennie Logan,Bennie,Logan,12/28/1989,LSU,DT,,2-Jun,309,,Philadelphia Eagles,,3rd
Chuck Logan,Chuck,Logan,4/10/1943,Northwestern,TE,,4-Jun,210,,Chicago Bears,,7th
Dave Logan,Dave,Logan,2/2/1954,Colorado,WR,,4-Jun,219,,Cleveland Browns,,3rd
David Logan,David,Logan,10/25/1956,Pittsburgh,NT,,2-Jun,250,,Tampa Bay Buccaneers,,12th
Dick Logan,Dick,Logan,5/4/1930,Ohio St.,G-DT,,2-Jun,228,,Cleveland Browns,,11th
Ernie Logan,Ernie,Logan,5/18/1968,East Carolina,NT-DE-DT,,3-Jun,290,,Atlanta Falcons,,9th
James Logan,James,Logan,12/6/1972,Memphis,LB,,2-Jun,222,,,,
Jerry Logan,Jerry,Logan,8/27/1941,West Texas A&M,DB,,1-Jun,185,,Baltimore Colts,,4th
Jim Logan,Jim,Logan,12/22/1916,Indiana,G,,10-May,190,,,,
Marc Logan,Marc,Logan,5/9/1965,Kentucky,RB,,Jun-00,217,,Cincinnati Bengals,,5th
Mike Logan,Mike,Logan,9/15/1974,West Virginia,DB,,Jun-00,212,,Jacksonville Jaguars,,2nd
Obert Logan,Obert,Logan,12/6/1941,Trinity (TX),DB,,10-May,180,,,,
Randy Logan,Randy,Logan,5/1/1951,Michigan,DB,,1-Jun,195,,Philadelphia Eagles,,3rd
Stefan Logan,Stefan,Logan,6/2/1981,South Dakota,RB,,7-May,177,,,,
Bob Logel,Bob,Logel,7/29/1928,none,E,,3-Jun,210,,,,
John Lohmeyer,John,Lohmeyer,1/15/1951,Emporia St.,DT-DE,,4-Jun,229,,Kansas City Chiefs,,4th
Chip Lohmiller,Chip,Lohmiller,7/16/1966,Minnesota,K,,3-Jun,213,,Washington Redskins,,2nd
Shawn Loiseau,Shawn,Loiseau,10/10/1989,Merrimack,LB,,Jun-00,239,,,,
Joe Lokanc,Joe,Lokanc,3/11/1917,Northwestern,G,,11-May,205,,Chicago Cardinals,,14th
Derek Lokey,Derek,Lokey,11/25/1985,Texas,DT,,1-Jun,287,,,,
Slick Lollar,Slick,Lollar,,Samford,B,,11-May,200,,,,
Al Lolotai,Al,Lolotai,6/22/1920,Weber JC,G,,Jun-00,224,,,,
Tony Lomack,Tony,Lomack,4/27/1968,Florida,WR,,8-May,180,,Los Angeles Rams,,9th
John Lomakoski,John,Lomakoski,11/11/1940,West. Michigan,T,,4-Jun,250,,Detroit Lions,,4th
Mark Lomas,Mark,Lomas,6/8/1948,Northern Arizona,DE-DT,,4-Jun,250,,New York Jets,,8th
Tom Lomasney,Tom,Lomasney,5/11/1906,Villanova,E,,Jun-00,190,,,,
Neil Lomax,Neil,Lomax,2/17/1959,Portland St.,QB,,3-Jun,215,,St. Louis Cardinals,,2nd
Antonio London,Antonio,London,4/14/1971,Alabama,LB,,2-Jun,238,,Detroit Lions,,3rd
Brandon London,Brandon,London,10/16/1984,Massachusetts,WR,,4-Jun,210,,,,
Mike London,Mike,London,12/31/1944,Wisconsin,LB,,2-Jun,230,,San Diego Chargers,,14th
Tom London,Tom,London,6/15/1954,North Carolina St.,DB,,1-Jun,197,,,,
Frank Lone Star,Frank,Lone,1887-01-27,Carlisle Indian,G-T,,11-May,200,,,,
Ted Lone Wolf,Ted,Lone,,none,G-T-B,,2-Jun,212,,,,
Keith Loneker,Keith,Loneker,6/21/1971,Kansas,G,,3-Jun,330,,,,
Bill Long,Bill,Long,9/11/1926,Oklahoma St.,E,,1-Jun,200,,Pittsburgh Steelers,,5th
Bob Long,Bob,Long,4/9/1922,Tennessee,HB,,10-May,190,,Philadelphia Eagles,,28th
Bob Long,Bob,Long,6/16/1942,Wichita St.,FL-WR,,3-Jun,205,,Green Bay Packers,,4th
Bob W. Long,Bob,W.,2/24/1934,UCLA,LB,,3-Jun,232,,Los Angeles Rams,,2nd
Buford Long,Buford,Long,12/14/1931,Florida,DB-HB-E,,1-Jun,195,,New York Giants,,5th
Carson Long,Carson,Long,12/16/1954,Pittsburgh,K,,10-May,210,,Los Angeles Rams,,11th
Charley Long,Charley,Long,4/6/1938,Tenn-Chattanooga,G-T,,4-Jun,260,,Boston Patriots,,8th
Chris Long,Chris,Long,3/28/1985,Virginia,DE,,4-Jun,275,,St. Louis Rams,,1st
Chuck Long,Chuck,Long,2/18/1963,Iowa,QB,,4-Jun,217,,Detroit Lions,,1st
Darren Long,Darren,Long,7/12/1959,Long Beach St.,TE,,3-Jun,240,,,,
Dave Long,Dave,Long,9/6/1944,Iowa,DE-DT,,4-Jun,245,,St. Louis Cardinals,,3rd
Doug Long,Doug,Long,5/24/1955,Whitworth,DB,,Jun-00,189,,,,
